,annotation_original,annotation_unique,annotation_unique_extra,blob
7263,"45, 46","H63, H65","H63, H65","31.12,2015
KEUR
31.12.2016
KEUR
Verbindlichkeiten aus Bürgschaften und bürgschaftsähnlichen Verpflichtungen 18.667 18.928
sonstige finanzielle Verpflichtungen
Verpflichtungen aus sonstigen Miet- und Leasingverträgen 18.106 16.428"
7264,"45, 46","H63, H65","H63, H65","Unter Berücksichtigung der bis zum Aufstellungszeitpunkt gewonnenen Erkenntnisse über die Vermögens- und Finanzverhältnisse der
Hauptschuldiger geht die SOLVAY GmbH davon aus, dass die den Haftungsverhältnissen zugrunde liegenden Verpflichtungen von den
jeweiligen Hauptschuldnern erfüllt werden können. Die SOLVAY GmbH schätzt daher bei den aufgeführten Haftungsverhältnissen das
Risiko einer Inanspruchnahme als nicht wahrscheinlich ein."
7265,"45, 46","H63, H65","H63, H65","Der Vorteil der Verpflichtungen aus Miet- und Leasingverträgen, die vornehmlich auf Gebäude, Personenkraftwagen und Hardware
entfallen, liegt in der Möglichkeit der Überwälzung des Investitionsrisiko nach Ablauf der Grundmietzeit. Die Risiken liegen in den
insgesamt höheren Finanzierungskosten."
7266,,None,None,Erläuterungen zur Gewinn- und Verlustrechnung
7267,,None,None,11) Umsatzerlöse
7268,,None,None,"2015
KEUR
2016
KEUR
Umsatzerlöse 30.126 31.601"
7269,,None,None,"Die Umsatzerlöse resultieren aus der Vergütung für Dienst- und Verwaltungsleistungen für Tochter- und Beteiligungsgesellschaften
sowie aus Vermietung."
7270,,None,None,12) Sonstige betriebliche Erträge
7271,,None,None,"2015
KEUR
2016
KEUR
Erträge aus der Auflösung von Rückstellungen. 136 33
sonstige Erträge 1.428 1.273
1.564 1.306"
7272,,None,None,"In den sonstigen Ertragen sind überwiegend Erträge aus der Umlage von Aufwendungen für die betriebliche Altersversorgung (KEUR
1.057; Vorjahr: KEUR 1.041) enthalten."
7273,,None,None,13) Materialaufwand
7274,,None,None,"2015
KEUR
2016
KEUR
Aufwendungen für Hilfs- und Betriebsstoffe 536 593
Aufwendungen für bezogene Leistungen 115 4.015
651 4.608"
7275,64,FS57a,FS57a,14) Personalaufwand
7276,64,FS57a,FS57a,"2015
KEUR
2016
KEUR
Löhne und Gehälter 15.532 15.511
Soziale Abgaben und Aufwendungen für Altersversorgung und für Unterstützung 13.720 1.743
(davon für Altersversorgung) (12.139) (232)
29.252 17.254
Mitarbeiter im Jahresdurchschnitt (ohne Auszubildende)
Angestellte 125 119"
7277,,None,None,"Gem. § 277 Abs. 5 HGB sind Zuführungen zu den Pensions- und sonstigen längerfristigen Personalrückstellungen, soweit sie aus der
Aufzinsung der Rückstellungen resultieren, im Zinsergebnis erfasst."
7278,,None,None,15) Sonstige betriebliche Aufwendungen
7279,,None,None,"2015
KEUR
2016
KEUR
Verluste aus dem Abgang von Gegenständen:
- des Sachanlagevermögens
- des Finanzanlagevermögens 23.935 -
- des sonstigen Anlagevermögens - 8
Aufwendungen nach Art.67 Abs.1 Satz 1 HGB - 3
sonstige Aufwendungen 20.670 9.704
44.605 9.715"
7280,,None,None,"In den sonstigen Aufwendungen sind u.a. im Konzern weiterberechnete Aufwendungen für Pensionen, Übernahme der
Zentralfunktionen und Gebäudeverwaltung ausgewiesen. Ferner sind Informations- und Reisekosten sowie sonstige
Verwaltungskosten enthalten."
7281,72,E38d,E38d,"Des Weiteren sind in den sonstigen Aufwendungen Honorare des Abschlussprüfers für Abschlussprüfungsleistungen in Höhe von
KEUR 10 und sonstige Leistungen in Höhe von KEUR 15 enthalten."
7282,,None,None,16) Beteiligungsergebnis
7283,6,H5,H5,"2015
KEUR
2016
KEUR
2015
KEUR
2016
KEUR
Erträge aus Gewinnabführungsverträgen 143.892 182.382
(davon ans verbundenen Unternehmen) (143.892) (182.382)
Erträge aus Beteiligungen 748 5.268
(davon ans verbundenen Unternehmen) (748) (5.268)
Zuschreibungen auf Finanzanlagen 5.088 210.000
Aufwendungen aus Verlustübernahme - 93.388 - 3.073
(davon an verbundene Unternehmen) (- 93.388) (- 3.073)
Abschreibungen auf Finanzanlagen - 120.578 - 355.500
- 64.238 39.077"
7284,57,H84,H84,"Die Erträge aus Gewinnabführungsverträgen des Berichtsjahres enthalten einen periodenfremden Erfolgsanteil von KEUR 63 einer
Tochtergesellschaft. Dieser resultiert aus der nachträglichen Änderung des Jahresabschlusses zum 31. Dezember 2015 dieser
Gesellschaft."
7285,58,H86,H86,17) Zinsergebnis
7286,"6, 58","H5, H86","H5, H86","2015
KEUR
2016
KEUR
Erträge aus Ausleihungen des Finanzanlagevermögens 6.420 1.108
(davon aus verbundenen Unternehmen) (6.420) (1.108)
Sonstige Zinsen und ähnliche Erträge 53 0
(davon aus verbundenen Unternehmen) (0) (0)
Sonstige Zinsen und ähnliche Aufwendungen - 16.249 - 12.020
(davon an verbundene Unternehmen) (- 8.255) (- 5.326)
(davon aus der Aufzinsung von Rückstellungen) (- 7.284) (- 4.539)
- 9.776 - 10.912"
7287,61,H91,H91,18) Steuern vom Einkommen und vom Ertrag
7288,61,H91,H91,"Bei den Steueraufwendungen handelt es sich im Wesentlichen um Körperschaftsteuer, Solidaritätszuschlag und Gewerbesteuer für
2016 (KEUR 44.010) sowie um einen Aufwandssaldo betreffend Körperschaftsteuer, Solidaritätszuschlag und Gewerbesteuer für
Vorjahre (KEUR 4.535)."
7289,,None,None,19) Sonstige Steuern
7290,,None,None,Die sonstigen Steuern enthalten Stromsteuer und Kfz-Steuer.
7291,,None,None,20) Periodenfremdes Ergebnis
7292,,None,None,"2015
KEUR
2016
KEUR
Erträge aus der Auflösung von Rückstellungen 136 33
Kostenerstattungen für Vorjahre 18 2
Zinsen für Steuererstattungen 36 -
Verlust aus dem Abgang von Anlagevermögen - 23.935 - 8
Erträge aus Gewinnübernahme 705 63
Erträge aus Zuschreibungen 5.088 -
Aufwendungen aus Verlustübernahme - -
Erträge aus Ertragsteuererstattungen - 198
Aufwendungen für Ertragssteuernachzahlung - 11.071 - 4.733
Nachzahlungen sonstiger Steuern - 2 -
Zinsen für Steuernachzahlungen - 711 - 811
- 29.736 - 5.256"
7293,84,E44,E44,21) Gesamtbezüge des Aufsichtsrats und der Geschäftsführung
7294,84,E44,E44,Die Gesamtbezöge des Aufsichtsrats betrugen im Geschäftsjahr 2016 KEUR 109.
7295,"84, 88","E44, E49","E44, E49",Die Gesamtbezüge der früheren Mitglieder der Geschäftsführung und deren Hinterbliebenen betrugen KEUR 817.
7296,84,E44,E44,"Für die Pensionsverpflichtungen gegenüber früheren Mitgliedern der Geschäftsführung sind zum 31. Dezember 2016 KEUR 7.598
zurückgestellt."
7297,"84, 89","E44, E51","E44, E51",Zum 31. Dezember 2016 wurden keine Darlehen an Mitglieder der Geschäftsführung gewährt.
7298,69,None,None,22) Nachtragsbericht
7299,69,None,None,Nach Abschluss des Geschäftsjahres 2016 sind keine Vorgänge von besonderer Bedeutung eingetreten.
7300,30,H44,H44,23) Ergebnisverwendung
7301,30,H44,H44,"Der Jahresabschluss zum 31. Dezember 2016 weist einen Jahresfehlbetrag von EUR 19.354.840,21 aus, der unter Berücksichtigung
eines Verlustvortrags von EUR 303.409.165,80 zu einem Bilanzverlust von EUR 322.764.006,01 fühlt"
7302,83,E43,E43,24) Organe der Gesellschaft
7303,83,E43,E43,Aufsichtsrat
7304,83,E43,E43,"Dr. Gérard Collette, Benfeld/Frankreich
Vorsitzender
Ehemaliger Senior Executive Vice President und Leiter des Bereichs
Industrial Function der Solvay S.A., im Ruhestand
Edeltraud Glänzer, Hannover (bis 15.10.2016)
Stellv. Vorsitzende
Stellv. Vorsitzende der IG Bergbau, Chemie, Energie
Wilfried Penshorn, Waldkirch
Stellv. Vorsitzender (ab 04.11.2016)
Bezirksleiter des Bezirks Freiburg der IG Bergbau, Chemie, Energie
Petra Adolph, Hannover (ab 17.10.2016)
Vorstandssekretärin Vorstandsbereich 2 der IG Bergbau, Chemie, Energie
Prof, Dr.-Ing. Erich Barke, Hannover
Präsident der Leibniz Universität Hannover
Alexis Brouhns, Rixensart/Belgien
Senior Executive Vice President und General Manager Region Europa und Corporate Government & Public Affairs der Solvay S.A.
Francine Delplanque-Janssens, Vilvoorde/Belgien (ab 01.01.2016)
R&I Director GBU Special Chem der Solvay S.A.
Kerstin Eichholz, Langenhagen
Vorsitzende des Betriebsrates Solvay Deutschland, Standort Hannover
Cornelia Kainz, Rheinfelden
Vorsitzende des Betriebsrates Solvay Deutschland, Standort Freiburg i. Br.
Dr, Gerhard Kirsten, Rheinberg
Mitglied im Sprecherausschuss der Leitenden Angestellten von Solvay in Deutschland
Dr. Burkhardt Meister, Frankfurt/M.
Rechtsanwalt und Notar
Jürgen Ulrich, Rheinberg
Stellv. Vorsitzender des Betriebsrates Solvay Deutschland, Standort Rheinberg
Dr. Bernd Pfaffenbach, Wachtberg
Staatssekretär a.D., International Economic Consulting"
7305,83,E43,E43,Geschäftsführung
7306,83,E43,E43,"Dr. Andreas Meier, Vorsitzender Dr. Axel Tegge"
7307,,None,None,"Hannover, 31. März 2017"
7308,,None,None,"Die Geschäftsführung
Dr. Meier
Dr. Tegge"
7309,79,H129,H129,Anteilsbesitz der SOLVAY GmbH zum 31.12.2016 (wesentliche Gesellschaften)
7310,,None,None,6 Schlussbemerkung
7311,,None,None,"Den vorstehenden Bericht über unsere Prüfung des Jahresabschlusses und des Lageberichts für das Geschäftsjahr 2016 der SOLVAY
GmbH, Hannover, erstatten wir in Übereinstimmung mit den gesetzlichen Vorschriften und den deutschen Grundsätzen
ordnungsmäßiger Berichterstattung bei Abschlussprüfungen (Prüfungsstandard des Instituts der Wirtschaftsprüfer - IDW PS 450)."
7312,,None,None,"Zu dem von uns erteilten uneingeschränkten Bestätigungsvermerk verweisen wir auf Abschnitt 3 ""Wiedergabe des
Bestätigungsvermerks""."
7313,,None,None,"Hannover, den 31. Mai 2017"
7314,,None,None,"Deloitte GmbH
Wirtschaftsprüfungsges ellschaft
Tenambergen, Wirtschaftsprüfer
Overbeck, Wirtschaftsprüfer"
7315,,None,None,"Für Veröffentlichungen oder die Weitergabe des Jahresabschlusses und/oder des Lageberichts in einer von der testierten Fassung
abweichenden Form sowie für den Fall der Übersetzung in andere Sprachen bedarf es zuvor unserer erneuten Stellungnahme, falls
dabei der von uns erteilte Bestätigungsvermerk zitiert wird oder ein Hinweis auf unsere Jahresabschlussprüfung erfolgt; wir weisen
hierzu auf die Bestimmungen des § 328 HGB hin."
7316,,None,None,Bericht des Aufsichtsrats
7317,,None,None,"Der Aufsichtsrat hat im Geschäftsjahr 2016 zwei Sitzungen abgehalten, in denen die Geschäftsführung über die aktuelle
Geschäftsentwicklung, Geschäftszahlen abgeschlossener Perioden, Arbeitssicherheit, Public Affairs, Umweltschutz, Mergers &
Acquisitions / Investitionen, Innovationen sowie rechtliche Risiken berichtete und einen Personalbericht erstattete. Der Aufsichtsrat
hat die Berichte eingehend diskutiert und die Entwicklungsperspektiven des Unternehmens sowie seiner Tochter- und
Beteiligungsgesellschaften mit der Geschäftsführung erörtert. Außerdem erfolgte in einer Aufsichtsratssitzung die Beschlussfassung
über die Bezüge der Geschäftsführer der SOLVAY GmbH. Daneben wird der Aufsichtsrat bei Bedarf von der Geschäftsführung
schriftlich über die Entwicklung der Geschäftsbereiche und deren Märkte in Kenntnis gesetzt."
7318,,None,None,"Der von der Geschäftsführung aufgestellte Jahresabschluss der SOLVAY GmbH für das Geschäftsjahr 2016 ist unter Einbeziehung der
Buchführung und des Lageberichts von der durch die Gesellschafterversammlung als Abschlussprüfer bestellten Deloitte GmbH,
Wirtschaftsprüflingsgesellschaft, Hannover, geprüft worden. Gegenstand dieser Prüfung waren auch die Maßnahmen der
Geschäftsführung zur frühzeitigen Erkennung von Risiken, die den Erfolg und den Fortbestand des Unternehmens gefährden können.
Der Abschlussprüfer hat keine Einwendungen erhoben und dies in einem uneingeschränkten Vermerk bestätigt."
7319,,None,None,"Der Jahresabschluss, der Lagebericht sowie der Bericht des Abschlussprüfers wurden jedem Aufsichtsratsmitglied zur Prüfung
vorgelegt. Der Aufsichtsrat hat das Prüfungsergebnis des Abschlussprüfers, der in der Aufsichtsratssitzung vom 14. Juni 2017
anwesend war und die Prüfungsergebnisse umfassend erläuterte, zustimmend zur Kenntnis genommen. Der Aufsichtsrat hat darüber
hinaus nach dem abschließenden Ergebnis seiner eigenen Prüfungen keine Einwendungen erhoben und den von der Geschäftsführung
für das Geschäftsjahr 2016 vorgelegten Jahresabschluss und Lagebericht gebilligt."
7320,,None,None,"Im Aufsichtsrat haben sich im Geschäftsjahr 2016 folgende Veränderungen ergeben:
― Herr Xavier Lancksweirt hat sein Amt zum 31. Dezember 2015 niedergelegt.
― Zum weiteren Mitglied als Vertreterin der Anteilseigner ist Frau Francine Delplanque-Janssens mit Wirkung zum 01. Januar
2016 in den Aufsichtstat bestellt worden.
― Frau Edeltraud Glänzer hat ihr Amt zum 15. Oktober 2016 niedergelegt.
― Mit Beschluss des Amtsgerichts Hannover vom 17. Oktober 2016 ist Frau Petra Adolph als Vertreterin der Arbeitnehmer in
den Aufsichtsrat gewählt worden.
― Herr Wilfried Penshorn ist in der Aufsichtsratssitzung vom 04. November 2016 zum stellvertretenden Vorsitzenden gewählt
worden."
7321,,None,None,In der Geschäftsführung haben sich im Geschäftsjahr 2016 keine Veränderungen ergeben.
7322,,None,None,"Der Aufsichtsrat dankt Herrn Lancksweirt und Frau Glänzer für die sehr engagierte, konstruktive und stets angenehme
Zusammenarbeit im Aufsichtsrat."
7323,,None,None,"Der Aufsichtsrat spricht der Geschäftsführung sowie allen Mitarbeiterinnen und Mitarbeitern für die im abgelaufenen Geschäftsjahr
geleistete Arbeit und ihren großen Einsatz Dank und Anerkennung aus."
7324,,None,None,"Hannover, den 14. Juni 2017"
7325,,None,None,"Der Aufsichtsrat
Dr. Collette, Vorsitzender"
7326,,None,None,Anhang 
7327,,None,None,Allgemeine Angaben
7328,8.0,H7,H7.0,Der Jahresabschluss zum 31. Dezember 2016 wurde nach den Vorschriften des Handelsgesetzbuches aufgestellt. Die ergänzenden Bestimmungen des GmbH-Gesetzes wurden beachtet.
7329,90,H151,H151,Die Hochwald Foods GmbH wird im Handelsregister Wittlich unter HRB 1149 geführt. Sitz der Gesellschaft ist Thalfang.
7330,8.0,H7,H7.0,"Die vorgeschriebenen Gliederungen der Bilanz und Gewinn- und Verlustrechnung gem. § 266 HGB und § 275 HGB wurden ohne Einschränkung angewendet. Die Gewinn- und Verlustrechnung wurde nach dem Gesamtkostenverfahren aufgestellt. Posten, unter denen im Geschäfts- und Vorjahr kein Betrag anzugeben war, sind nicht aufgeführt."
7331,"8.0, 1, 2","H7, H1b, H2","H7.0, H1b, H2","Die Vorschriften des BilRUG (Bilanzrichtlinie-Umsetzungsgesetz) werden für das Geschäftsjahr 2016 erstmalig angewendet. Die Anwendung der Vorschriften des BilRUG betraf die Posten Forderungen aus Lieferungen und Leistungen, sonstige Vermögensgegenstände, Umsatzerlöse, sonstige betriebliche Erträge und sonstige betriebliche Aufwendungen. Aufgrund der erstmaligen Anwendung der Vorschriften des BilRUG sind die ausgewiesenen Beträge des Geschäftsjahres nur eingeschränkt vergleichbar mit den Vorjahreswerten."
7332,,None,None,Erläuterung zu den Bilanzierungs- und Bewertungsmethoden
7333,8.0,H7,H7.0,Die Bilanzierung und Bewertung erfolgte unter der Annahme der Fortführung der Unternehmenstätigkeit (§252 Abs. 1 Nr. 2 HGB).
7334,8.0,H7,H7.0,Von den Bilanzierungs- und Bewertungsmethoden des Vorjahres wurde mit Ausnahme der Ausweisänderungen in Bezug auf die erstmalige Anwendungen der Vorschriften nach BilRUG nicht abgewichen.
7335,"8.4, 14","H7, H16","H7.4, H16","Die entgeltlich erworbenen immateriellen Vermögensgegenstände wurden mit den Anschaffungskosten, vermindert um planmäßige lineare Abschreibungen, bewertet. Die Abschreibung des ausgewiesenen, vor dem 1. Januar 2010 entstandenen, Geschäfts- oder Firmenwertes erfolgt aufgrund der langfristigen Kundenbindung über die ursprüngliche voraussichtliche Nutzungsdauer von 15 Jahren."
7336,8.7,H7,H7.7,Sachanlagen werden zu Anschaffungskosten abzüglich planmäßiger und außerplanmäßiger Abschreibungen angesetzt.
7337,8.7,H7,H7.7,"Für Zugänge zum Sachanlagevermögen bis zum 31. Dezember 2009 werden die Abschreibungen bei Gebäuden linear, beim anderen Sachanlagevermögen linear oder degressiv vorgenommen. Ab 01.01.2010 werden sämtliche Zugänge zum Anlagevermögen linear abgeschrieben."
7338,8.7,H7,H7.7,Die Bemessung der Abschreibungen orientiert sich an der betriebsgewöhnlichen Nutzungsdauer.
7339,8.7,H7,H7.7,"Geringwertige Anlagengüter mit einem Einzelanschaffungspreis bis zu 410,00 Euro werden im Zugangsjahr bis auf einen Erinnerungswert abgeschrieben."
7340,8.7,H7,H7.7,"In der Vergangenheit erhaltene Bundes- und Landeszuschüsse für bestimmte Investitionen wurden, mit Ausnahme der Kläranlage in Hünfeld, von den Anschaffungskosten abgesetzt."
7341,8.12,H7,H7.12,Die Finanzanlagen wurden mit den Anschaffungskosten angesetzt.
7342,"8.20, 9","H7, H10a","H7.20, H10a","Roh-, Hilfs- und Betriebsstoffe sowie Waren werden grundsätzlich mit den Anschaffungskosten bzw. dem niedrigeren beizulegenden Wert bewertet. Die Bewertung der fertigen und unfertigen Erzeugnisse erfolgt zu den Herstellungskosten. Die Herstellungskosten enthalten neben den Einzelkosten auch angemessene Material- und Fertigungsgemeinkosten sowie den Werteverzehr des auf die Fertigung entfallenden Anlagevermögens. Nicht enthalten sind Kosten der allgemeinen Verwaltung sowie Zinsen für Fremdkapital. Soweit erforderlich werden diese mit dem niedrigeren beizulegendem Wert angesetzt."
7343,8.25,H7,H7.25,"Die Forderungen und sonstige Vermögensgegenstände sind mit dem Nennwert abzüglich einer Pauschalwertberichtigung für das allgemeine Kreditrisiko und dem zinsfreien Zahlungsziel in Höhe von 1,0 % angesetzt. Für erkennbare Einzelrisiken sind Einzelwertberichtigungen abgesetzt."
7344,8.25,H7,H7.25,"Forderungen in ausländischer Währung, deren Restlaufzeit nicht mehr als ein Jahr beträgt, werden gem. § 256 a HGB zum Devisenkassamittelkurs am Bilanzstichtag bewertet. Das Anschaffungskostenprinzip gemäß § 253 Abs. 1 Satz 1 HGB und das Imparitätsprinzip nach § 252 Abs. 1 Nr. 4 Halbsatz 2 HGB kommen dabei nicht zur Anwendung."
7345,8.33,H7,H7.33,Kassenbestand und Bankguthaben werden zum Nominalwert angesetzt. Bestehende liquide Mittel in fremder Währung wurden mit dem Devisenkassamittelkurs bewertet (§ 256 a HGB).
7346,8.34,H7,H7.34,Die aktiven Rechnungsabgrenzungen sind zeitanteilig vorgenommen.
7347,8.48,H7,H7.48,Die Pensionsrückstellungen und Jubiläumsgeldverpflichtungen werden versicherungsmathematisch im Anwartschaftsbarwertverfahren nach der PUC-Methode (Projected Unit Credit Method) ermittelt.
7348,8.50,H7,H7.50,"Die Berechnung der Jubiläumsgeldverpflichtungen erfolgt auf der Basis eines Rechnungszinses von 3,24 %."
7349,"8.48, 34","H7, H50","H7.48, H50","Der Berechnung der Pensionsverpflichtungen liegt ein Rechnungszinssatz in Höhe von 4,01% sowie weiterhin ein Rententrend von 1 % sowie ein Gehaltstrend von 2 % p. a. und die „Richttafeln 2005 G“ von Prof. Dr. Heubeck zu Grunde. Bei der Bewertung wurden die Bewertungsvorgaben des § 253 Abs.2 Satz 1 HGB n.F. berücksichtigt, nach denen bei der Durchschnittsbetrachtung für die Ermittlung des Zinssatzes bei der Bewertung von Altersversorgungsverpflichtungen nicht mehr auf die vergangenen sieben Geschäftsjahre, sondern auf die vergangenen zehn Geschäftsjahre abzustellen ist. Gem. Art. 75 Abs.7 EGHGB
wurde von dem Wahlrecht Gebrauch gemacht, die neuen Vorschriften bereits für das Geschäftsjahr 2015 anzuwenden."
