,annotation_original,annotation_unique,annotation_unique_extra,blob
3213,67,H104,H104,"31.12.2016
Sonstige finanzielle Verpflichtungen
bis 1 Jahr
TEUR
1 - 5 Jahre
TEUR
Gesamt
TEUR
IT Leasing 1.734 0 1.734
Übrige 119 278 397
Gesamt 1.853 278 2 . 131"
3214,83,E43,E43,Die Geschäftsführung der Gesellschaft wurde bis heute von den nachfolgend genannten Geschäftsführern wahrgenommen:
3215,83,E43,E43,"• Bernhard Brugger, München,
CEO, verantwortlich für die Bereiche Strategische Unternehmensführung, Personal, Vertrieb & Operations
• Dominik Dommick, München,
COO, verantwortlich für die Bereiche Marketing, German Digital & Global Digital
• Markus Knorr, Gilching,
CFO bei der Loyalty Partner GmbH, verantwortlich für die Bereiche Finanzen & Unternehmensentwicklung /
Internationalisierung
• Conrad Pozsgai, München,
CDO, verantwortlich für die Bereiche Global Campaign, Data and Ana"
3216,84,E44,E44,Die Gesamtbezüge der Geschäftsführung beliefen sich im Geschäftsjahr 2016 auf TEUR 2.466.
3217,64,FS57a,FS57a,"Die durchschnittliche Zahl der während des Geschäftsjahrs 2016 beschäftigten Arbeitnehmer beträgt 519 (Vorjahr: 459) und
verteilt sich wie folgt:"
3218,64,FS57a,FS57a,"Arbeitnehmer 2016 2015
Arbeitnehmer 2016 2015
Leitende Angestellte 103 107
- davon männlich 70 72
- davon weiblich 33 35
Angestellte 416 352
- davon männlich 254 207
- davon weiblich 161 145
Gesamt 519 459"
3219,72,E38d,E38d,"Das Honorar des Abschlussprüfers für die Abschlussprüfungstätigkeit beträgt TEUR 104 (Vorjahr: TEUR 102). Dabei handelt es
sich ausschließlich um Abschlussprüfungsleistungen."
3220,69,None,None,"Der Gesellschaft sind keine berichtspflichtigen Vorgänge nach dem Bilanzstichtag , die weder in der Gewinn- und Verlustrechnung
noch in der Bilanz berücksichtigt sind, bekannt geworden."
3221,77,H122,H122,Anteilsbesitz der PAYBACK GmbH (Stand 31.12.2016)
3222,77,H122,H122,"Tochterunternehmen PAYBACK Sitz
Beteiligung
31.12.2016
%
Eigenkapital*31.12.2016
TEUR
Ergebnis*2016
TEUR
Loyalty Partner Polska Sp. z o.o. Warschau, Polen 100,0 -5.627 1.078
Loyalty Partner
Kundenbindungssysteme GmbH
Wien, Österreich 100,0 -2.656 -6
emnos GmbH München,
Deutschland
51,0 328 0
emnos UK Ltd Richmond,
Großbritannien
51,0 -2.196 -246
emnos S.a.r.l Paris, Frankreich 51,0 1.230 667
emnos Iberia S.L. Madrid, Spanien 51,0 1.319 447
emnos US Corp. Chicago, USA 51,0 4.338 -994"
3223,,None,None,"* Die Angaben stammen aus den nach lokalen Bilanzierungsvorschriften erstellten, ungeprüften Jahresabschlüssen der
Gesellschaften."
3224,,None,None,"München, den 22. Mai 2017"
3225,,None,None,IVG Core 0173 AG
3226,,None,None,I. Allgemeine Hinweise
3227,2,H2,H2,Mit Beschluss der Hauptversammlung vom 16.05.2014 wurde die IVG Immobilien Management REIT-AG in IVG Core 0173 AG umfirmiert. Zudem wurde die Umstellung auf das Kalenderjahr als Geschäftsjahr beschlossen. Aus diesem Grund ist die Vergleichbarkeit des sechsmonatigen Vorjahreszeitraum mit dem zwölf Monate umfassenden Berichtszeitraum nur eingeschränkt möglich.
3228,8.0,H7,H7.0,"Der Jahresabschluss der IVG Core 0173 AG zum 31.12.2015 wurde nach den Vorschriften des Handelsgesetzbuches (HGB), des Aktiengesetzes (AktG) und den Grundsätzen ordnungsmäßiger Buchführung aufgestellt."
3229,8.0,H7,H7.0,Die Gesellschaft ist eine mittelgroße Kapitalgesellschaft im Sinne des § 267 Abs. 2 und 4 HGB. Die Gliederung erfolgte gemäß § 266 Abs. 2 und 3 HGB. Für die Gewinn- und Verlustrechnung wurde das Gesamtkostenverfahren gemäß § 275 Abs. 2 HGB gewählt. Der Jahresabschluss wurde unter der Annahme der Fortführung der Unternehmenstätigkeit gemäß § 252 Abs. 1 Nr. 2 HGB erstellt. Der Abschluss ist in Euro aufgestellt.
3230,,None,None,II. Bilanzierungs- und Bewertungsmethoden
3231,8.0,H7,H7.0,Bei der Aufstellung der Bilanz und der Gewinn- und Verlustrechnung wurden folgende Bilanzierungs- und Bewertungsmethoden angewandt:
3232,8.7,H7,H7.7,"Das Sachanlagevermögen wird zu Anschaffungs- oder Herstellungskosten und, soweit abnutzbar, vermindert um planmäßige Abschreibungen angesetzt. Dabei werden die Gebäude als unbewegliche Anlagegüter linear über einen Zeitraum von 33 Jahren abgeschrieben. Soweit der beizulegende Zeitwert eines einzelnen Anlagegutes den Buchwert zum Bilanzstichtag unterschreitet und die Wertminderung von Dauer ist, wird gemäß § 253 Abs. 3 Satz 3 HGB eine außerplanmäßige Abschreibung auf den beizulegenden Wert vorgenommen. Als beizulegender Wert für das Anlagegut wird der gemäß IAS 40 ermittelte Fair Value angesetzt. Eine dauerhafte Wertminderung liegt vor, wenn der Buchwert zum Bilanzstichtag abzüglich der planmäßigen Abschreibungen der folgenden fünf Wirtschaftsjahre über dem beizulegenden Wert liegt.
Sofern nach einer außerplanmäßigen Abschreibung der beizulegende Zeit eines Anlagegutes über dem Buchwert zum Bilanzstichtag liegt, werden Zuschreibungen gemäß § 253 Abs. 5 HGB vorgenommen."
3233,8.11,H7,H7.11,Die Anlagen im Bau werden zu Anschaffungs- oder Herstellungskosten angesetzt.
3234,8.13,H7,H7.13,"Die Anteile an verbundenen Unternehmen sowie Beteiligungen sind zu Anschaffungskosten bzw. zu niedrigeren beizulegenden Werten, auch bei voraussichtlich nicht dauernder Wertminderung (§ 253 Abs. 3 Satz 4 HGB), bilanziert."
3235,8.13,H7,H7.13,Als beizulegender Wert wird das Nettovermögen der Gesellschaft nach Abzug aller Verbindlichkeiten angesetzt. Dabei werden die Vermögensgegenstände und Verbindlichkeiten grundsätzlich zum Fair Value nach den IFRS bewertet.
3236,8.25,H7,H7.25,"Die Forderungen und sonstigen Vermögensgegenstände sowie die Guthaben bei Kreditinstituten werden zu Nennwerten bilanziert, erkennbare Risiken werden durch Einzelwertberichtigungen berücksichtigt."
3237,8.34,H7,H7.34,"Als aktive Rechnungsabgrenzungsposten sind Auszahlungen vor dem Abschlussstichtag angesetzt, soweit sie Aufwand für einen bestimmten Zeitraum nach diesem Zeitpunkt darstellen."
3238,8.38,H7,H7.38,Das gezeichnete Kapital wurde zu dem im Handelsregister eingetragenen Nennbetrag bilanziert.
3239,8.47,H7,H7.47,Die Rückstellungen werden zum Erfüllungsbetrag angesetzt und berücksichtigen im Rahmen einer vernünftigen kaufmännischen Beurteilung im notwendigen Umfang alle erkennbaren Risiken und ungewissen Verpflichtungen. Zukünftige Preis- und Kostensteigerungen werden berücksichtigt. Rückstellungen mit einer Restlaufzeit von mehr als einem Jahr werden mit dem ihrer Restlaufzeit entsprechenden durchschnittlichen Marktzinssatz der vergangenen sieben Geschäftsjahre abgezinst.
3240,8.51,H7,H7.51,Die Verbindlichkeiten sind mit ihren jeweiligen Erfüllungsbeträgen passiviert.
3241,29,H36,H36,Zur Minimierung von Zahlungsstromrisiken aus variabel verzinslichen Darlehen werden Absicherungsgeschäfte abgeschlossen. Sowohl Grundgeschäfte als auch Absicherungsgeschäfte werden insgesamt in handelsrechtlichen Bewertungseinheiten gemäß § 254 HGB (Mikro-Bewertungseinheit) abgebildet. Zur Abbildung der sich im Rahmen einer Bewertungseinheit ergebenden gegenläufigen Wertänderungen (wirksame Teile der gebildeten Bewertungseinheit) wird die Einfrierungsmethode angewendet. Erläuterungen erfolgen im Abschnitt III. 12. Derivative Finanzinstrumente.
3242,8.63,H7,H7.63,"Als passive Rechnungsabgrenzungsposten sind Einzahlungen vor dem Abschlussstichtag angesetzt, soweit sie Ertrag für einen bestimmten Zeitraum nach diesem Zeitpunkt darstellen."
3243,8.0,H7,H7.0,Aufwendungen und Erträge werden auf den Zeitraum des Geschäftsjahres abgegrenzt.
3244,8.64,H7,H7.64,"Latente Steuern werden für zeitliche Unterschiede zwischen den handelsrechtlichen und steuerrechtlichen Wertansätzen von Vermögensgegenständen, Schulden und Rechnungsabgrenzungsposten errechnet. Dabei werden nicht nur Unterschiede aus den eigenen Bilanzposten, sondern auch auf Ebene von Personengesellschaften, an denen die IVG Core 0173 AG beteiligt ist, ermittelte Unterschiede berücksichtigt. Der Steuersatz beträgt 16,0% für Körperschaftsteuer und Solidaritätszuschlag und 15,0% für Gewerbesteuer. Die Gesellschaft nimmt grundsätzlich das Bilanzierungswahlrechts gem. § 274 Abs. 1 Satz 2 HGB in Anspruch (Überhang der aktiven über die passiven latenten Steuern) und verzichtet auf den Ansatz eines eventuellen Aktivüberhangs latenter Steuern. Zum Bilanzstichtag waren keine latenten Steuern zu
bilanzieren."
3245,8.0,H7,H7.0,"Aufgrund der Unwesentlichkeit werden für die umlagefähigen und nicht schlussabgerechneten Mietnebenkosten, wie im Vorjahr, keine unfertigen Leistungen und erhaltene Anzahlungen bzw. Bestandsveränderungen ausgewiesen. Aus einer Änderung der Bilanzierungsmethode ergäbe sich ein positiver Ergebniseffekt von insgesamt rund Tsd. € 332."
3246,,None,None,III. Angaben zu Positionen der Bilanz
3247,4.7,H3a,H3a.7,1. Sachanlagen
3248,4.7,H3a,H3a.7,"Das Sachanlagevermögen (s. Anlagengitter, Anlage I zum Anhang) der Gesellschaft besteht zum 31. Dezember 2015 aus den im Rahmen des Core-Portfolios in den Jahren 2007 und 2008 erworbenen Liegenschaften in Frankfurt (Objekt „Theodor-Stern-Kai“) sowie Stuttgart (Objekte „Uhlandstraße“ und „Buschlestraße“, siehe wesentliche Geschäftsvorfälle)."
3249,4.7,H3a,H3a.7,Zum 31. Dezember 2015 wurden aufgrund von neuen Immobilienbewertungen Zuschreibungen von insgesamt Tsd. € 24.708 (Vorjahr: Tsd. € 4.180) vorgenommen. Diese entfielen mit Tsd. € 22.612 auf das Objekt Theodor-Stern-Kai sowie mit Tsd. € 1.786 auf das Grundstück Buschlestraße und mit Tsd. € 310 auf das Grundstück Uhlandstraße.
3250,4.7,H3a,H3a.7,Der Rückgang des Sachanlagevermögens resultiert im Wesentlichen aus den außerplanmäßigen Abschreibungen wegen dauernder Wertminderung von insgesamt Tsd. € 44.938 (Vorjahr: Tsd. € 4.705) auf die Objekte Uhlandstraße und Buschlestraße sowie aus dem Verkauf des Objektes Großer Burstah. Hieraus wurde ein Verlust von Tsd. € 340 erzielt.
3251,4.13,H3a,H3a.13,2. Anteile an verbundenen Unternehmen und Beteiligungen
3252,4.13,H3a,H3a.13,"Die Gesellschaft ist zum 31. Dezember 2015 Kommanditistin von 8 Objektgesellschaften und Gesellschafterin von 26 GmbHs, die in der Anteilsbesitzliste (Anlage II zum Anhang) aufgeführt sind."
3253,4.13,H3a,H3a.13,Der Anstieg der Buchwerte der Finanzanlagen ist im Wesentlichen auf die Zuschreibung i. H. v. Tsd. € 70.654 (Vorjahr: Tsd. € 1.075) an den Anteilen der Tochtergesellschaften der IVG Core 0173 AG zurückzuführen.
3254,4.13,H3a,H3a.13,"Des Weiteren gab es drei Abgänge aus den Finanzanlagen: die IVG Core 0398 Neue Weyerstraße 6, Köln GmbH, Bonn wurde für Tsd. € 1.781 verkauft, die IVG Core (0178) Immobilienverwaltungsgesellschaft mbH, Bonn für Tsd. € 25 und die IVG Core (0808) Management GmbH, Bonn für Tsd. € 65. Alle Gesellschaften wurden an die LAPIS Grundstücksverwaltungs-GmbH, Bonn verkauft."
3255,4.25,H3a,H3a.25,3 . Forderungen und sonstige Vermögensgegenstände
3256,4.25,H3a,H3a.25,"31.12.2015.
T€
31.12.2014.
T€
Forderungen aus Lieferungen und Leistungen 50 1.187
Forderungen gegen verbundene Unternehmen 14.458 2.795
Forderungen gegen Unternehmen, mit denen ein
Beteiligungsverhältnis besteht - 149
Sonstige Vermögensgegenstände 18.029 6.277
Gesamt 32.537 10.408"
3257,4.25,H3a,H3a.25,Forderungen und sonstige Vermögensgegenstände mit Restlaufzeiten von mehr als einem Jahr bestehen nicht.
3258,4.27,H3a,H3a.27,Der Anstieg der Forderungen gegen verbundene Unternehmen resultiert im Wesentlichen aus der Vergabe eines Darlehens von Tsd. € 10.000 an die IVG Immobilien AG.
3259,4.29,H3a,H3a.29,Die sonstigen Vermögensgegenstände beinhalten im Wesentlichen verpfändete Bankkonten von Tsd. € 17.927 (Vorjahr: Tsd. € 6.049).
3260,4.33,H3a,H3a.33,4. Guthaben bei Kreditinstituten
3261,4.33,H3a,H3a.33,Zum Stichtag verfügt die Gesellschaft über liquide Mittel von Tsd. € 9.808 (Vorjahr: Tsd. € 832).
3262,4.34,H3a,H3a.34,5. Rechnungsabgrenzungsposten
3263,4.34,H3a,H3a.34,Zum 31.12.2015 enthielt der aktive Rechnungsabgrenzungsposten abgegrenzte Versicherungsaufwendungen i. H. v. Tsd. € 54 (Vorjahr: Tsd. € 53).
3264,4.38,H3a,H3a.38,6 . Gezeichnetes Kapital
3265,"4.38, 31","H3a, H37","H3a.38, H37","Zum 31.12.2015 betrug das Grundkapital der IVG Core 0173 AG unverändert Tsd. € 15.000, eingeteilt in 15.000.000 auf den Inhaber lautende Stückaktien ohne Nennbetrag."
3266,"4.38, 32","H3a, H38","H3a.38, H38",Zum Stichtag bestand folgendes genehmigtes Kapital:
3267,"4.38, 32","H3a, H38","H3a.38, H38","Genehmigtes Kapital I
Durch Ausgabe neuer, auf den Inhaber lautender Stückaktien mit anteiligem Betrag des Grundkapitals von je € 1,00 gegen Bareinlagen Tsd. € 7.500 gem. HV-Beschluss
vom 01. Juli 2014"
3268,"4.39, 33","H3a, H40","H3a.39, H40",7 . Kapitalrücklage
3269,"4.39, 33","H3a, H40","H3a.39, H40",Die Kapitalrücklage wies zum 31. Dezember 2015 unverändert gegenüber dem Vorjahr einen Wert von Tsd. € 1.107.509 auf.
3270,"4.45, 4.46, 36","H3a, H3a, H44","H3a.45, H3a.46, H44",8 . Bilanzverlust
3271,"4.45, 4.46, 36","H3a, H3a, H44","H3a.45, H3a.46, H44","31.12.2015.
T€
31.12.2014.
T€
Jahresüberschuss/-fehlbetrag 37.993 -297.237
Verlustvortrag aus dem Vorjahr -702.934 -405.697
-664.941 -702.934"
3272,4.47,H3a,H3a.47,9 . Rückstellungen
3273,4.49,H3a,H3a.49,Die Steuerrückstellung besteht aus einer Gewerbesteuer- und Körperschaftsteuerrückstellung für das Jahr 2012 i. H. v. Tsd. € 2.300 sowie Zinsen hierfür i. H. v. Tsd. € 319.
3274,"4.50, 46","H3a, H56","H3a.50, H56","Die sonstigen Rückstellungen umfassen übrige Rückstellungen Tsd. € 3.661 (Vorjahr: Tsd. € 3.661), Rückstellungen für ausstehende Eingangsrechnungen von Tsd. € 2.590 (Vorjahr: Tsd. € 2.670), Drohverlustrückstellungen von Tsd. € 700 (Vorjahr: Tsd. € 700) für die Grunderwerbsteuer der Dieselstrassen 4 und 6 aus dem Jahr 2011, Rückstellungen für Prozessrisiken Tsd. € 500 (Vorjahr: Tsd. € 500) sowie Rückstellungen für zurückzuerstattende Nebenkosten von Tsd. € 486 (Vorjahr: Tsd. € 1.391). Die übrigen Rückstellungen beinhalten im Wesentlichen Rückstellungen für die Tiefgaragensanierung sowie die Sanierung des Promatkanals aus dem Optionskaufvertrag der Dieselstrassen aus 2012."
3275,4.51,H3a,H3a.51,10 . Verbindlichkeiten
3276,4.51,H3a,H3a.51,"31.12.2015.
T€
31.12.2014.
T€
Verbindlichkeiten gegenüber Kreditinstituten 332.285 353.171
Erhaltene Anzahlungen auf Bestellungen - 221
Verbindlichkeiten aus Lieferungen und Leistungen 93 655
Verbindlichkeiten gegenüber verbundenen Unternehmen 284.676 272.686
Sonstige Verbindlichkeiten 3.082 325
Gesamt 620.136 627.058"
3277,4.54,H3a,H3a.54,Die Verbindlichkeiten gegenüber Kreditinstituten verringerten sich von Tsd. € 353.171 zum 31.12.2014 auf Tsd. € 332.285 zum 31.12.2015. Die Reduzierung beruht im Wesentlichen aus der Sondertilgung aus Teilen des Verkaufserlöses des Objektes Großer Burstah sowie Regeltilgungen.
3278,"4.54, 50","H3a, FS5","H3a.54, FS5","Zur Sicherung der Ansprüche der Deutsche Bank London wurden zu Darlehensbeginn Grundschulden für den gesamten Darlehensbetrag (Tsd. € 756) eingetragen. Wobei die verschiedenen Darlehensnehmer des Finanzierungsclusters auch jeweils für die Darlehensbeträge der anderen Darlehensnehmer mithaften. Darüber hinaus erfolgen im Wesentlichen Verpfändungen von Bankkonten i. H. v. Tsd. € 17.927, Mietforderungen (Tsd. € 50), Versicherungsansprüchen und Gesellschaftsanteilen."
3279,4.58,H3a,H3a.58,"Die Verbindlichkeiten gegenüber verbundenen Unternehmen bestehen im Wesentlichen gegenüber der IVG (0927) Core Cash-Management GmbH (Tsd. € 242.767) aufgrund von zur Verfügung gestellten Geldern und der IVG Immobilien - Management GmbH & Co. München II - Objekt Fritz - Schäffer - Straße - KG (Tsd. € 41.819), mit der ein Anlagevertrag abgeschlossen wurde."
3280,4.60,H3a,H3a.60,Der Anstieg der sonstigen Verbindlichkeiten ist im Wesentlichen auf den Gewerbesteuer-Bescheid i. H. v. Tsd. € 1.724 für das Jahr 2012 sowie auf die Abgrenzung der Swapzinsen von Tsd. € 385 zurückzuführen.
3281,"4.51, 48, 49","H3a, H61, H62","H3a.51, H61, H62",Die Fälligkeit der Verbindlichkeiten unterteilt sich wie folgt:
3282,"4.51, 48, 49","H3a, H61, H62","H3a.51, H61, H62","Unter 1 Jahr.
T€
1 - 5 Jahre.
T€
Über 5 Jahre.
T€
Verbindlichkeiten gegenüber Kreditinstituten 4.591 327.694 -
Verbindlichkeiten aus Lieferungen und Leistungen 88 5 -
Verbindlichkeiten gegenüber verbundenen Unternehmen 284.676 - -
Sonstige Verbindlichkeiten 3.082 - -
Gesamt 292.437 327.699 -"
3283,4.63,H3a,H3a.63,11 . Rechnungsabgrenzungsposten
3284,4.63,H3a,H3a.63,Der passive Rechnungsabgrenzungsposten weist zum Stichtag Abgrenzungen von Mieterträgen auf.
3285,56,H73,H73,12. Derivative Finanzinstrumente
3286,56,H73,H73,Zur Absicherung von Zinsrisiken nutzt die Gesellschaft gezielt derivative Finanzinstrumente. Zum 31. Dezember 2015 bestanden derivative Finanzinstrumente mit einer Laufzeit bis zum 31. Oktober 2019 mit einem Nominalvolumen von Tsd. € 646.000. Darunter befindet sich ein Zinsswap mit eingebauten Zinsfloor mit einer Laufzeit vom 31. Oktober 2014 bis zum 31. Oktober 2019 mit einem Volumen von Tsd. € 540.000 sowie ein Zinscap mit einem Volumen von Tsd. € 106.000 mit gleicher Laufzeit wie der Zinsswap. Zum Bilanzstichtag hatte der Zinsswap einen negativen Marktwert von Tsd. € -4.919 (Vorjahr: Tsd. € -3.297) und der Zinscap einen positiven Marktwert von Tsd. € 119 (Vorjahr: Tsd. € 227).
3287,56,H73,H73,Die Ermittlung der Marktwerte erfolgte anhand der „mark-to-market“-Methode unter Berücksichtigung aktueller marktgerechter Zinsstrukturkurven.
3288,"30, 56","None, H73","None, H73",Den Sicherungsgeschäften in Höhe von Tsd. € 646.000 stehen zum 31. Dezember 2015 Grundgeschäfte in Höhe von Tsd. € 652.279 gegenüber (davon Tsd. € 652.279 aus den Verbindlichkeiten ggü. der Deutsche Bank aus dem Core-Darlehen). Für den Betrag des Grundgeschäfts wird anteilig mit dem Sicherungsgeschäft eine Bewertungseinheit gebildet.
3289,"30, 56","None, H73","None, H73","Die gegenläufigen Wertänderungen der Grund- und Sicherungsgeschäfte werden sich in der Zukunft voraussichtlich in voller Sicherungshöhe ausgleichen. Die in den Bewertungseinheiten zusammengefassten Grundgeschäfte weisen hochgradig homogene Risiken auf. Bei den Sicherungsgeschäften werden die wesentlichen Parameter wie Referenzzins jeweils so gewählt, dass diese mit den Grundgeschäften übereinstimmen und die Sicherungsgeschäfte somit demselben Risiko unterliegen wie die Grundgeschäfte. Es wird eine hohe Wirksamkeit der Sicherungsbeziehungen erwartet."
3290,"30, 56","None, H73","None, H73","Zur Bestimmung der prospektiven Wirksamkeit der Sicherungsbeziehung wird auf das dokumentierte, angemessene und funktionsfähige Risikomanagementsystem der IVG verwiesen:"
3291,"30, 56","None, H73","None, H73","•Die Risikogeschäftsfelder, die zu gefährdenden Entwicklungen führen können, sind festgelegt.
•Es erfolgt eine systematische und fortdauernde Risikoidentifikation und - analyse.
•Es findet ein regelmäßiges Risikoreporting statt.
•Die Risikostrategie wird mit geeigneten operativen und finanziellen Maßnahmen effektiv umgesetzt.
•Verantwortlichkeiten und Aufgaben sind zugeordnet.
•Die Risikostrategie und -methodik wird in regelmäßigen Abständen überprüft."
